transaction_id,timestamp,store_id,product_id,qty,unit_price,discount,channel
T00124-P004,2026-07-02,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00125-P004,2026-07-03,STORE-001,P004,26.0,19.0,0.0,IN_STORE
T00126-P004,2026-07-04,STORE-001,P004,32.0,19.0,0.0,IN_STORE
T00127-P004,2026-07-05,STORE-001,P004,29.0,19.0,0.0,IN_STORE
T00128-P004,2026-07-06,STORE-001,P004,29.0,19.0,0.0,IN_STORE
T00129-P004,2026-07-07,STORE-001,P004,18.0,19.0,0.0,IN_STORE
T00130-P004,2026-07-08,STORE-001,P004,28.0,19.0,0.0,IN_STORE
T00131-P004,2026-07-09,STORE-001,P004,29.0,19.0,0.0,IN_STORE
T00132-P004,2026-07-10,STORE-001,P004,22.0,19.0,0.0,IN_STORE
T00133-P004,2026-07-11,STORE-001,P004,31.0,19.0,0.0,IN_STORE
T00134-P004,2026-07-12,STORE-001,P004,28.0,19.0,0.0,IN_STORE
T00135-P004,2026-07-13,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00136-P004,2026-07-14,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00137-P004,2026-07-15,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00138-P004,2026-07-16,STORE-001,P004,35.0,19.0,0.0,IN_STORE
T00139-P004,2026-07-17,STORE-001,P004,31.0,19.0,0.0,IN_STORE
T00140-P004,2026-07-18,STORE-001,P004,43.0,19.0,0.0,IN_STORE
T00141-P004,2026-07-19,STORE-001,P004,32.0,19.0,0.0,IN_STORE
T00142-P004,2026-07-20,STORE-001,P004,22.0,19.0,0.0,IN_STORE
T00143-P004,2026-07-21,STORE-001,P004,23.0,19.0,0.0,IN_STORE
T00144-P004,2026-07-22,STORE-001,P004,27.0,19.0,0.0,IN_STORE
T00145-P004,2026-07-23,STORE-001,P004,23.0,19.0,0.0,IN_STORE
T00146-P004,2026-07-24,STORE-001,P004,31.0,19.0,0.0,IN_STORE
T00147-P004,2026-07-25,STORE-001,P004,31.0,19.0,0.0,IN_STORE
T00148-P004,2026-07-26,STORE-001,P004,29.0,19.0,0.0,IN_STORE
T00149-P004,2026-07-27,STORE-001,P004,30.0,19.0,0.0,IN_STORE
T00150-P004,2026-07-28,STORE-001,P004,29.0,19.0,0.0,IN_STORE
T00151-P004,2026-07-29,STORE-001,P004,28.0,19.0,0.0,IN_STORE
T00152-P004,2026-07-30,STORE-001,P004,33.0,19.0,0.0,IN_STORE
T00153-P004,2026-07-31,STORE-001,P004,29.0,19.0,0.0,IN_STORE
T00154-P004,2026-08-01,STORE-001,P004,34.0,19.0,0.0,IN_STORE
T00155-P004,2026-08-02,STORE-001,P004,32.0,19.0,0.0,IN_STORE
T00156-P004,2026-08-03,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00157-P004,2026-08-04,STORE-001,P004,26.0,19.0,0.0,IN_STORE
T00158-P004,2026-08-05,STORE-001,P004,23.0,19.0,0.0,IN_STORE
T00159-P004,2026-08-06,STORE-001,P004,29.0,19.0,0.0,IN_STORE
T00160-P004,2026-08-07,STORE-001,P004,28.0,19.0,0.0,IN_STORE
T00161-P004,2026-08-08,STORE-001,P004,31.0,19.0,0.0,IN_STORE
T00162-P004,2026-08-09,STORE-001,P004,37.0,19.0,0.0,IN_STORE
T00163-P004,2026-08-10,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00164-P004,2026-08-11,STORE-001,P004,21.0,19.0,0.0,IN_STORE
T00165-P004,2026-08-12,STORE-001,P004,22.0,19.0,0.0,IN_STORE
T00166-P004,2026-08-13,STORE-001,P004,32.0,19.0,0.0,IN_STORE
T00167-P004,2026-08-14,STORE-001,P004,28.0,19.0,0.0,IN_STORE
T00168-P004,2026-08-15,STORE-001,P004,43.0,19.0,0.0,IN_STORE
T00169-P004,2026-08-16,STORE-001,P004,27.0,19.0,0.0,IN_STORE
T00170-P004,2026-08-17,STORE-001,P004,30.0,19.0,0.0,IN_STORE
T00171-P004,2026-08-18,STORE-001,P004,26.0,19.0,0.0,IN_STORE
T00172-P004,2026-08-19,STORE-001,P004,26.0,19.0,0.0,IN_STORE
T00173-P004,2026-08-20,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00174-P004,2026-08-21,STORE-001,P004,30.0,19.0,0.0,IN_STORE
T00175-P004,2026-08-22,STORE-001,P004,39.0,19.0,0.0,IN_STORE
T00176-P004,2026-08-23,STORE-001,P004,34.0,19.0,0.0,IN_STORE
T00177-P004,2026-08-24,STORE-001,P004,26.0,19.0,0.0,IN_STORE
T00178-P004,2026-08-25,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00179-P004,2026-08-26,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00180-P004,2026-08-27,STORE-001,P004,30.0,19.0,0.0,IN_STORE
T00001-P005,2026-03-01,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00002-P005,2026-03-02,STORE-001,P005,14.0,14.0,0.0,IN_STORE
T00003-P005,2026-03-03,STORE-001,P005,15.0,14.0,0.0,IN_STORE
T00004-P005,2026-03-04,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00005-P005,2026-03-05,STORE-001,P005,18.0,14.0,0.0,IN_STORE
T00006-P005,2026-03-06,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00007-P005,2026-03-07,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00008-P005,2026-03-08,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00009-P005,2026-03-09,STORE-001,P005,16.0,14.0,0.0,IN_STORE
T00010-P005,2026-03-10,STORE-001,P005,16.0,14.0,0.0,IN_STORE
T00011-P005,2026-03-11,STORE-001,P005,18.0,14.0,0.0,IN_STORE
T00012-P005,2026-03-12,STORE-001,P005,16.0,14.0,0.0,IN_STORE
T00013-P005,2026-03-13,STORE-001,P005,23.0,14.0,0.0,IN_STORE
T00014-P005,2026-03-14,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00015-P005,2026-03-15,STORE-001,P005,25.0,14.0,0.0,IN_STORE
T00016-P005,2026-03-16,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00017-P005,2026-03-17,STORE-001,P005,17.0,14.0,0.0,IN_STORE
T00018-P005,2026-03-18,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00019-P005,2026-03-19,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00020-P005,2026-03-20,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00021-P005,2026-03-21,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00022-P005,2026-03-22,STORE-001,P005,18.0,14.0,0.0,IN_STORE
T00023-P005,2026-03-23,STORE-001,P005,16.0,14.0,0.0,IN_STORE
T00024-P005,2026-03-24,STORE-001,P005,17.0,14.0,0.0,IN_STORE
T00025-P005,2026-03-25,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00026-P005,2026-03-26,STORE-001,P005,17.0,14.0,0.0,IN_STORE
T00027-P005,2026-03-27,STORE-001,P005,23.0,14.0,0.0,IN_STORE
T00028-P005,2026-03-28,STORE-001,P005,23.0,14.0,0.0,IN_STORE
T00029-P005,2026-03-29,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00030-P005,2026-03-30,STORE-001,P005,17.0,14.0,0.0,IN_STORE
T00031-P005,2026-03-31,STORE-001,P005,18.0,14.0,0.0,IN_STORE
T00032-P005,2026-04-01,STORE-001,P005,16.0,14.0,0.0,IN_STORE
T00033-P005,2026-04-02,STORE-001,P005,17.0,14.0,0.0,IN_STORE
T00034-P005,2026-04-03,STORE-001,P005,29.0,14.0,0.0,IN_STORE
T00035-P005,2026-04-04,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00036-P005,2026-04-05,STORE-001,P005,27.0,14.0,0.0,IN_STORE
T00037-P005,2026-04-06,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00038-P005,2026-04-07,STORE-001,P005,18.0,14.0,0.0,IN_STORE
T00039-P005,2026-04-08,STORE-001,P005,17.0,14.0,0.0,IN_STORE
T00040-P005,2026-04-09,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00041-P005,2026-04-10,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00042-P005,2026-04-11,STORE-001,P005,23.0,14.0,0.0,IN_STORE
T00043-P005,2026-04-12,STORE-001,P005,27.0,14.0,0.0,IN_STORE
T00044-P005,2026-04-13,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00045-P005,2026-04-14,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00046-P005,2026-04-15,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00047-P005,2026-04-16,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00048-P005,2026-04-17,STORE-001,P005,24.0,14.0,0.0,IN_STORE
T00049-P005,2026-04-18,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00050-P005,2026-04-19,STORE-001,P005,25.0,14.0,0.0,IN_STORE
T00051-P005,2026-04-20,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00052-P005,2026-04-21,STORE-001,P005,17.0,14.0,0.0,IN_STORE
T00053-P005,2026-04-22,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00054-P005,2026-04-23,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00055-P005,2026-04-24,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00056-P005,2026-04-25,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00057-P005,2026-04-26,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00058-P005,2026-04-27,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00059-P005,2026-04-28,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00060-P005,2026-04-29,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00061-P005,2026-04-30,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00062-P005,2026-05-01,STORE-001,P005,23.0,14.0,0.0,IN_STORE
T00063-P005,2026-05-02,STORE-001,P005,24.0,14.0,0.0,IN_STORE
T00064-P005,2026-05-03,STORE-001,P005,23.0,14.0,0.0,IN_STORE
T00065-P005,2026-05-04,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00066-P005,2026-05-05,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00067-P005,2026-05-06,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00068-P005,2026-05-07,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00069-P005,2026-05-08,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00070-P005,2026-05-09,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00071-P005,2026-05-10,STORE-001,P005,23.0,14.0,0.0,IN_STORE
T00072-P005,2026-05-11,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00073-P005,2026-05-12,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00074-P005,2026-05-13,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00075-P005,2026-05-14,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00076-P005,2026-05-15,STORE-001,P005,26.0,14.0,0.0,IN_STORE
T00077-P005,2026-05-16,STORE-001,P005,27.0,14.0,0.0,IN_STORE
T00078-P005,2026-05-17,STORE-001,P005,24.0,14.0,0.0,IN_STORE
T00079-P005,2026-05-18,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00080-P005,2026-05-19,STORE-001,P005,18.0,14.0,0.0,IN_STORE
T00081-P005,2026-05-20,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00082-P005,2026-05-21,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00083-P005,2026-05-22,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00084-P005,2026-05-23,STORE-001,P005,23.0,14.0,0.0,IN_STORE
T00085-P005,2026-05-24,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00086-P005,2026-05-25,STORE-001,P005,18.0,14.0,0.0,IN_STORE
T00087-P005,2026-05-26,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00088-P005,2026-05-27,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00089-P005,2026-05-28,STORE-001,P005,25.0,14.0,0.0,IN_STORE
T00090-P005,2026-05-29,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00091-P005,2026-05-30,STORE-001,P005,27.0,14.0,0.0,IN_STORE
T00092-P005,2026-05-31,STORE-001,P005,24.0,14.0,0.0,IN_STORE
T00093-P005,2026-06-01,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00094-P005,2026-06-02,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00095-P005,2026-06-03,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00096-P005,2026-06-04,STORE-001,P005,17.0,14.0,0.0,IN_STORE
T00097-P005,2026-06-05,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00098-P005,2026-06-06,STORE-001,P005,27.0,14.0,0.0,IN_STORE
T00099-P005,2026-06-07,STORE-001,P005,23.0,14.0,0.0,IN_STORE
T00100-P005,2026-06-08,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00101-P005,2026-06-09,STORE-001,P005,18.0,14.0,0.0,IN_STORE
T00102-P005,2026-06-10,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00103-P005,2026-06-11,STORE-001,P005,25.0,14.0,0.0,IN_STORE
T00104-P005,2026-06-12,STORE-001,P005,28.0,11.2,20.0,IN_STORE
T00105-P005,2026-06-13,STORE-001,P005,35.0,11.2,20.0,IN_STORE
T00106-P005,2026-06-14,STORE-001,P005,38.0,11.2,20.0,IN_STORE
T00107-P005,2026-06-15,STORE-001,P005,33.0,11.2,20.0,IN_STORE
T00108-P005,2026-06-16,STORE-001,P005,33.0,11.2,20.0,IN_STORE
T00109-P005,2026-06-17,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00110-P005,2026-06-18,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00111-P005,2026-06-19,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00112-P005,2026-06-20,STORE-001,P005,23.0,14.0,0.0,IN_STORE
T00113-P005,2026-06-21,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00114-P005,2026-06-22,STORE-001,P005,18.0,14.0,0.0,IN_STORE
T00115-P005,2026-06-23,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00116-P005,2026-06-24,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00117-P005,2026-06-25,STORE-001,P005,24.0,14.0,0.0,IN_STORE
T00118-P005,2026-06-26,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00119-P005,2026-06-27,STORE-001,P005,31.0,14.0,0.0,IN_STORE
T00120-P005,2026-06-28,STORE-001,P005,25.0,14.0,0.0,IN_STORE
T00121-P005,2026-06-29,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00122-P005,2026-06-30,STORE-001,P005,23.0,14.0,0.0,IN_STORE
T00123-P005,2026-07-01,STORE-001,P005,18.0,14.0,0.0,IN_STORE
T00124-P005,2026-07-02,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00125-P005,2026-07-03,STORE-001,P005,23.0,14.0,0.0,IN_STORE
T00126-P005,2026-07-04,STORE-001,P005,26.0,14.0,0.0,IN_STORE
T00127-P005,2026-07-05,STORE-001,P005,24.0,14.0,0.0,IN_STORE
T00128-P005,2026-07-06,STORE-001,P005,25.0,14.0,0.0,IN_STORE
T00129-P005,2026-07-07,STORE-001,P005,18.0,14.0,0.0,IN_STORE
T00130-P005,2026-07-08,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00131-P005,2026-07-09,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00132-P005,2026-07-10,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00133-P005,2026-07-11,STORE-001,P005,24.0,14.0,0.0,IN_STORE
T00134-P005,2026-07-12,STORE-001,P005,26.0,14.0,0.0,IN_STORE
T00135-P005,2026-07-13,STORE-001,P005,25.0,14.0,0.0,IN_STORE
T00136-P005,2026-07-14,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00137-P005,2026-07-15,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00138-P005,2026-07-16,STORE-001,P005,25.0,14.0,0.0,IN_STORE
T00139-P005,2026-07-17,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00140-P005,2026-07-18,STORE-001,P005,36.0,14.0,0.0,IN_STORE
T00141-P005,2026-07-19,STORE-001,P005,24.0,14.0,0.0,IN_STORE
T00142-P005,2026-07-20,STORE-001,P005,17.0,14.0,0.0,IN_STORE
T00143-P005,2026-07-21,STORE-001,P005,23.0,14.0,0.0,IN_STORE
T00144-P005,2026-07-22,STORE-001,P005,24.0,14.0,0.0,IN_STORE
T00145-P005,2026-07-23,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00146-P005,2026-07-24,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00147-P005,2026-07-25,STORE-001,P005,27.0,14.0,0.0,IN_STORE
T00148-P005,2026-07-26,STORE-001,P005,25.0,14.0,0.0,IN_STORE
T00149-P005,2026-07-27,STORE-001,P005,24.0,14.0,0.0,IN_STORE
T00150-P005,2026-07-28,STORE-001,P005,27.0,14.0,0.0,IN_STORE
T00151-P005,2026-07-29,STORE-001,P005,23.0,14.0,0.0,IN_STORE
T00152-P005,2026-07-30,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00153-P005,2026-07-31,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00154-P005,2026-08-01,STORE-001,P005,24.0,14.0,0.0,IN_STORE
T00155-P005,2026-08-02,STORE-001,P005,24.0,14.0,0.0,IN_STORE
T00156-P005,2026-08-03,STORE-001,P005,24.0,14.0,0.0,IN_STORE
T00157-P005,2026-08-04,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00158-P005,2026-08-05,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00159-P005,2026-08-06,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00160-P005,2026-08-07,STORE-001,P005,26.0,14.0,0.0,IN_STORE
T00161-P005,2026-08-08,STORE-001,P005,33.0,14.0,0.0,IN_STORE
T00162-P005,2026-08-09,STORE-001,P005,27.0,14.0,0.0,IN_STORE
T00163-P005,2026-08-10,STORE-001,P005,19.0,14.0,0.0,IN_STORE
T00164-P005,2026-08-11,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00165-P005,2026-08-12,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00166-P005,2026-08-13,STORE-001,P005,29.0,14.0,0.0,IN_STORE
T00167-P005,2026-08-14,STORE-001,P005,28.0,14.0,0.0,IN_STORE
T00168-P005,2026-08-15,STORE-001,P005,28.0,14.0,0.0,IN_STORE
T00169-P005,2026-08-16,STORE-001,P005,29.0,14.0,0.0,IN_STORE
T00170-P005,2026-08-17,STORE-001,P005,23.0,14.0,0.0,IN_STORE
T00171-P005,2026-08-18,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00172-P005,2026-08-19,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00173-P005,2026-08-20,STORE-001,P005,24.0,14.0,0.0,IN_STORE
T00174-P005,2026-08-21,STORE-001,P005,26.0,14.0,0.0,IN_STORE
T00175-P005,2026-08-22,STORE-001,P005,41.0,14.0,0.0,IN_STORE
T00176-P005,2026-08-23,STORE-001,P005,26.0,14.0,0.0,IN_STORE
T00177-P005,2026-08-24,STORE-001,P005,20.0,14.0,0.0,IN_STORE
T00178-P005,2026-08-25,STORE-001,P005,21.0,14.0,0.0,IN_STORE
T00179-P005,2026-08-26,STORE-001,P005,24.0,14.0,0.0,IN_STORE
T00180-P005,2026-08-27,STORE-001,P005,22.0,14.0,0.0,IN_STORE
T00001-P006,2026-03-01,STORE-001,P006,17.0,35.0,0.0,IN_STORE
T00002-P006,2026-03-02,STORE-001,P006,14.0,35.0,0.0,IN_STORE
T00003-P006,2026-03-03,STORE-001,P006,14.0,35.0,0.0,IN_STORE
T00004-P006,2026-03-04,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00005-P006,2026-03-05,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00006-P006,2026-03-06,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00007-P006,2026-03-07,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00008-P006,2026-03-08,STORE-001,P006,18.0,35.0,0.0,IN_STORE
T00009-P006,2026-03-09,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00010-P006,2026-03-10,STORE-001,P006,17.0,35.0,0.0,IN_STORE
T00011-P006,2026-03-11,STORE-001,P006,14.0,35.0,0.0,IN_STORE
T00012-P006,2026-03-12,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00013-P006,2026-03-13,STORE-001,P006,19.0,35.0,0.0,IN_STORE
T00014-P006,2026-03-14,STORE-001,P006,24.0,35.0,0.0,IN_STORE
T00015-P006,2026-03-15,STORE-001,P006,19.0,35.0,0.0,IN_STORE
T00016-P006,2026-03-16,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00017-P006,2026-03-17,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00018-P006,2026-03-18,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00019-P006,2026-03-19,STORE-001,P006,14.0,35.0,0.0,IN_STORE
T00020-P006,2026-03-20,STORE-001,P006,17.0,35.0,0.0,IN_STORE
T00021-P006,2026-03-21,STORE-001,P006,23.0,35.0,0.0,IN_STORE
T00022-P006,2026-03-22,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00023-P006,2026-03-23,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00024-P006,2026-03-24,STORE-001,P006,13.0,35.0,0.0,IN_STORE
T00025-P006,2026-03-25,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00026-P006,2026-03-26,STORE-001,P006,13.0,35.0,0.0,IN_STORE
T00027-P006,2026-03-27,STORE-001,P006,17.0,35.0,0.0,IN_STORE
T00028-P006,2026-03-28,STORE-001,P006,21.0,35.0,0.0,IN_STORE
T00029-P006,2026-03-29,STORE-001,P006,22.0,35.0,0.0,IN_STORE
T00030-P006,2026-03-30,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00031-P006,2026-03-31,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00032-P006,2026-04-01,STORE-001,P006,17.0,35.0,0.0,IN_STORE
T00033-P006,2026-04-02,STORE-001,P006,13.0,35.0,0.0,IN_STORE
T00034-P006,2026-04-03,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00035-P006,2026-04-04,STORE-001,P006,19.0,35.0,0.0,IN_STORE
T00036-P006,2026-04-05,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00037-P006,2026-04-06,STORE-001,P006,13.0,35.0,0.0,IN_STORE
T00038-P006,2026-04-07,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00039-P006,2026-04-08,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00040-P006,2026-04-09,STORE-001,P006,14.0,35.0,0.0,IN_STORE
T00041-P006,2026-04-10,STORE-001,P006,14.0,35.0,0.0,IN_STORE
T00042-P006,2026-04-11,STORE-001,P006,20.0,35.0,0.0,IN_STORE
T00043-P006,2026-04-12,STORE-001,P006,18.0,35.0,0.0,IN_STORE
T00044-P006,2026-04-13,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00045-P006,2026-04-14,STORE-001,P006,19.0,35.0,0.0,IN_STORE
T00046-P006,2026-04-15,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00047-P006,2026-04-16,STORE-001,P006,14.0,35.0,0.0,IN_STORE
T00048-P006,2026-04-17,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00049-P006,2026-04-18,STORE-001,P006,18.0,35.0,0.0,IN_STORE
T00050-P006,2026-04-19,STORE-001,P006,17.0,35.0,0.0,IN_STORE
T00051-P006,2026-04-20,STORE-001,P006,14.0,35.0,0.0,IN_STORE
T00052-P006,2026-04-21,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00053-P006,2026-04-22,STORE-001,P006,13.0,35.0,0.0,IN_STORE
T00054-P006,2026-04-23,STORE-001,P006,17.0,35.0,0.0,IN_STORE
T00055-P006,2026-04-24,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00056-P006,2026-04-25,STORE-001,P006,21.0,35.0,0.0,IN_STORE
T00057-P006,2026-04-26,STORE-001,P006,18.0,35.0,0.0,IN_STORE
T00058-P006,2026-04-27,STORE-001,P006,17.0,35.0,0.0,IN_STORE
T00059-P006,2026-04-28,STORE-001,P006,17.0,35.0,0.0,IN_STORE
T00060-P006,2026-04-29,STORE-001,P006,17.0,35.0,0.0,IN_STORE
T00061-P006,2026-04-30,STORE-001,P006,18.0,35.0,0.0,IN_STORE
T00062-P006,2026-05-01,STORE-001,P006,21.0,35.0,0.0,IN_STORE
T00063-P006,2026-05-02,STORE-001,P006,19.0,35.0,0.0,IN_STORE
T00064-P006,2026-05-03,STORE-001,P006,18.0,35.0,0.0,IN_STORE
T00065-P006,2026-05-04,STORE-001,P006,14.0,35.0,0.0,IN_STORE
T00066-P006,2026-05-05,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00067-P006,2026-05-06,STORE-001,P006,14.0,35.0,0.0,IN_STORE
T00068-P006,2026-05-07,STORE-001,P006,18.0,35.0,0.0,IN_STORE
T00069-P006,2026-05-08,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00070-P006,2026-05-09,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00071-P006,2026-05-10,STORE-001,P006,17.0,35.0,0.0,IN_STORE
T00072-P006,2026-05-11,STORE-001,P006,14.0,35.0,0.0,IN_STORE
T00073-P006,2026-05-12,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00074-P006,2026-05-13,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00075-P006,2026-05-14,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00076-P006,2026-05-15,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00077-P006,2026-05-16,STORE-001,P006,20.0,35.0,0.0,IN_STORE
T00078-P006,2026-05-17,STORE-001,P006,13.0,35.0,0.0,IN_STORE
T00079-P006,2026-05-18,STORE-001,P006,12.0,35.0,0.0,IN_STORE
T00080-P006,2026-05-19,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00081-P006,2026-05-20,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00082-P006,2026-05-21,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00083-P006,2026-05-22,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00084-P006,2026-05-23,STORE-001,P006,19.0,35.0,0.0,IN_STORE
T00085-P006,2026-05-24,STORE-001,P006,17.0,35.0,0.0,IN_STORE
T00086-P006,2026-05-25,STORE-001,P006,13.0,35.0,0.0,IN_STORE
T00087-P006,2026-05-26,STORE-001,P006,16.0,35.0,0.0,IN_STORE
T00088-P006,2026-05-27,STORE-001,P006,18.0,35.0,0.0,IN_STORE
T00089-P006,2026-05-28,STORE-001,P006,17.0,35.0,0.0,IN_STORE
T00090-P006,2026-05-29,STORE-001,P006,19.0,35.0,0.0,IN_STORE
T00091-P006,2026-05-30,STORE-001,P006,21.0,35.0,0.0,IN_STORE
T00092-P006,2026-05-31,STORE-001,P006,15.0,35.0,0.0,IN_STORE
T00093-P006,2026-06-01,STORE-001,P006,14.0,35.0,0.0,IN_STORE
T00094-P006,2026-06-02,STORE-001,P006,13.0,35.0,0.0,IN_STORE
T00095-P006,2026-06-03,STORE-001,P006,13.0,35.0,0.0,IN_STORE
